Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost,Address,Coordinates,Ward_Index,Ward
21 247917 BLD,New Houses,SFD - Detached,New Building,10,WHITECAP,BLVD, ,M1M,5151862.0,E2027,2021-12-13,2022-03-08,,Inspection,"Proposal to demolish existing dwelling and construct new 2 storey Single Family Dwelling with finished basement with walkout, rear deck, and 3 second storey balconies",900000,"10,WHITECAP,BLVD   M1M",POINT (-79.221818 43.732403),5.0,Scarborough Southwest
21 248119 BLD,New Houses,SFD - Detached,New Building,420,THE KINGSWAY, , ,M9A,1036861.0,W0228,2021-12-13,2022-01-13,,Inspection,"Construct a two storey brick and stone dwelling with attached garage, rear deck and basement walkout",1500000,"420,THE KINGSWAY,    M9A",POINT (-79.536835 43.667733),16.0,Etobicoke Centre
21 248612 BLD,New Houses,SFD - Detached,New Building,47,OAKFIELD,DR, ,M8Y,1022118.0,W0328,2021-12-14,2022-05-02,,Inspection,Proposal to construct a new two storey SFD. ,800000,"47,OAKFIELD,DR   M8Y",POINT (-79.501116 43.632801),15.0,Etobicoke-Lakeshore
21 248689 BLD,New Houses,SFD - Detached,New Building,440,LAKE FRONT, , ,M4E,13990816.0,S1942,2021-12-14,2022-03-08,,Inspection,"Proposal to construct new 3 storey Single Family Dwelling with intergral garage, finished walkout basement with pool, second storey balcony and third storey balcony. Accessory structure with green roof to be constructed for water sports storage",1000000,"440,LAKE FRONT,    M4E",POINT (-79.281831 43.67117),4.0,Beaches-East York
21 248695 BLD,New Houses,SFD - Detached,New Building,223,BETA,ST, ,M8W,987492.0,W0331,2021-12-14,2022-02-23,,Inspection,Proposal to demolish existing 2 storey single family dwelling and construct  new 3 storey single family dwellings - Part 1,525000,"223,BETA,ST   M8W",POINT (-79.540334 43.608289),15.0,Etobicoke-Lakeshore
21 248699 BLD,New Houses,SFD - Detached,New Building,223,BETA,ST, ,M8W,987492.0,W0331,2021-12-15,2023-05-31,,Inspection,Proposal to demolish existing 2 storey single family dwelling and construct  new 3 storey single family dwellings - Part 2,525000,"223,BETA,ST   M8W",POINT (-79.540334 43.608289),15.0,Etobicoke-Lakeshore
21 248818 BLD,New Houses,SFD - Detached,New Building,2673,BAYVIEW,AVE, ,M2L,3488748.0,N1522,2021-12-15,2022-04-21,,Inspection,Construct a new two storey detached dwelling,1368500,"2673,BAYVIEW,AVE   M2L",POINT (-79.385703 43.757452),11.0,Don Valley West
21 248880 BLD,New Houses,SFD - Detached,New Building,385,PRINCE EDWARD,DR,N,###,7027924.0,W0322,2021-12-15,2022-01-17,,Inspection,Proposal to build a new 2 storey detached single family dwelling with integral garage. ,1250000,"385,PRINCE EDWARD,DR N ###",POINT (-79.506538 43.65194),15.0,Etobicoke-Lakeshore
21 248967 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,220,OAK,ST, ,M5A,847355.0,S1330,2021-12-15,2022-01-12,,Permit Issued,Demolish and replace existing Domestic Hot Water tanks and re-circulation piping. Install new housekeeping pad in B2 and penthouse mechanical room.Demolish existing locker room in B2 to prepare for new DHW tanks. Replace existing janitor room partition wall from second floor to penthouse to facilitate the removal of DHW risers. Remove and replace supply vent in janitor rooms. Remove and replace existing ACT ceiling on 14th floor to allow replacement of DHW piping.,2000000,"220,OAK,ST   M5A",POINT (-79.357756 43.663061),21.0,Toronto Centre
21 249006 BLD,New Building,Mixed Use/Res w Non Res,New Building,33,SHERBOURNE,ST, ,M5A,11075901.0,S1335,2021-12-15,2024-02-20,,Permit Issued,"Proposal to construct a new 39 storey mixed used building, with 3 levels of underground parking garage, 2 levels of office/retail and 484 dwelling units. Included is the retention of heritage facades of 33 SHERBOURNE AND 176-178 STREET EAST. (180 FRON ST. E. Pending address). See also 21 224585 DEM, 21-237066-BA, 21-237094-BA and 19 215419 STE 13 SA.",140000000,"33,SHERBOURNE,ST   M5A",POINT (-79.367737 43.65084),21.0,Toronto Centre
21 249562 BLD,New Houses,2 Unit - Semi-detached,New Building,382,DOVERCOURT,RD, ,M6J,14611698.0,S0934,2021-12-17,2023-02-10,,Inspection,Construct a new three (3) storey semi-detached dwelling,800000,"382,DOVERCOURT,RD   M6J",POINT (-79.426149 43.652045),20.0,Davenport
21 249717 BLD,New Houses,2 Unit - Semi-detached,New Building,382,DOVERCOURT,RD, ,M6J,14611698.0,S0934,2021-12-17,2023-02-09,,Inspection,Construct a new three (3) storey semi-detached with 2 dwelling units,800000,"382,DOVERCOURT,RD   M6J",POINT (-79.426149 43.652045),20.0,Davenport
21 249900 BLD,New Houses,SFD - Detached,New Building,59,BURNCREST,DR, ,M5M,494213.0,N0824,2021-12-18,2022-01-14,,Inspection,"Two storey dwelling with attached garage, front porch, rear deck and walkout",1350000,"59,BURNCREST,DR   M5M",POINT (-79.427641 43.737519),17.0,Eglinton-Lawrence
21 250303 BLD,New Houses,SFD - Detached,New Building,137,PARK HOME,AVE, ,M2N,549219.0,N1824,2021-12-20,2022-03-17,,Inspection,Proposal to construct a new 2-storey SFD detached building.,700000,"137,PARK HOME,AVE   M2N",POINT (-79.422737 43.766895),2.0,Willowdale
21 250491 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,2290,DUNDAS,ST,W,M6R,8648696.0,S0433,2021-12-21,2022-02-17,,Inspection,"Proposal for interior alterations to expand the existing Loblaws Retail Store at 2280 Dundas St. W. to accommodate the operation of an interim PC Express component with HLE Showroom, both within the adjacent existing building at 2290 Dundas St. W. See also 21 206721 ZPR.",2006150,"2290,DUNDAS,ST W M6R",POINT (-79.451822 43.655077),13.0,Parkdale-High Park
21 250495 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,2,FRASER,AVE, ,M6K,14199934.0,S1026,2021-12-21,2022-04-04,,Inspection,"Proposal  for interior alterations including an enclosed loading dock to existing office space for new tenant - ""Joe Fresh""",1200000,"2,FRASER,AVE   M6K",POINT (-79.423971 43.635601),24.0,Spadina-Fort York
21 250757 BLD,New Houses,SFD - Detached,New Building,291,SHELDRAKE,BLVD, ,M4P,7732930.0,N1526,2021-12-22,2022-05-09,,Permit Issued,Proposal to construct of a new 2-storey single family detached dwelling.,1350000,"291,SHELDRAKE,BLVD   M4P",POINT (-79.391313 43.71619),11.0,Don Valley West
21 250798 BLD,New Houses,SFD - Detached,New Building,299,RUSSELL HILL,RD, ,M4V,864086.0,S1231,2021-12-22,2022-02-02,,Inspection,construct a new three storey single family dwelling,1000000,"299,RUSSELL HILL,RD   M4V",POINT (-79.408552 43.688183),12.0,Toronto-St. Paul's
21 251303 BLD,New Building,Multiple Use/Non Residential,New Building,4700,KEELE,ST, ,M3J,20029109.0,W0726,2021-12-24,2023-12-15,,Permit Issued,"The project is a new research facility on York University Campus with 2-storeys in building height. The Project will be connected to the existing Sherman Health Sciences Facility by walkways at Levels 1 and 2. Level 1 (basement) contain labs with restricted access that will be classified as a Group F, Division 3 major occupancy. Level 2 (first storey) will include consultation offices and meeting spaces. Level 3 will consist of offices and workstations. Levels 2 and 3 will be classified as Group D major occupancies.",31097500,"4700,KEELE,ST   M3J",POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
21 251736 BLD,New Houses,SFD - Detached,New Building,16,WOODLAWN,AVE,W,M4V,11034793.0,S1238,2021-12-28,2022-02-11,,Inspection,"Construct a three storey dwelling with finished basement, front porch, rear deck and third floor balcony.",1000000,"16,WOODLAWN,AVE W M4V",POINT (-79.393343 43.684082),12.0,Toronto-St. Paul's
21 251784 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,328,DUPONT,ST, ,M5R,7994271.0,S1126,2021-12-28,2022-02-18,,Inspection,"Renovation to existing building to upgrade plumbing, hvac for open plan layout for future tenants.",6000000,"328,DUPONT,ST   M5R",POINT (-79.409148 43.674681),3.0,University-Rosedale
21 252142 BLD,New Houses,SFD - Detached,New Building,4,TWIN PAULS,CRES, ,M1R,393418.0,E2127,2021-12-30,2022-02-15,,Inspection,"Proposal to demolish the existing dwelling and construct a new 2 storey SFD-detached dwelling with an integral garage, finished basement, rear deck, front porch and basement walkout. ",880000,"4,TWIN PAULS,CRES   M1R",POINT (-79.294871 43.749869),9.0,Scarborough Centre
21 252299 BLD,New Building,Apartment Building,New Building,1-87,BREDONHILL,CRT, ,M6A,14188765.0,N0823,2021-12-30,2023-04-04,,Inspection,Construct 3 storey stacked townhouses - Block G- TCHC,3204360,"1-87,BREDONHILL,CRT   M6A",POINT (-79.444009 43.722724),17.0,Eglinton-Lawrence
21 252421 BLD,New Houses,3+ Unit - Detached,New Building - By Renovation,1129,DUFFERIN,ST, ,M6H,10223694.0,S0931,2021-12-31,2022-09-08,,Inspection,Proposal to construct a new Dwelling with 4 units by renovation. (more than 50% of  the building is being demolished) ,600000,"1129,DUFFERIN,ST   M6H",POINT (-79.436654 43.663437),20.0,Davenport
22 100112 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,145,MUTUAL,ST, ,M5B,7641907.0,S1328,2022-01-02,2022-04-01,,Inspection,Interior alteration work related to PTAC replacement. There is currently building permit which was received previously related to this project. Permit # : 21  173291  MSA  00  MSThis submission is only for interior Alteration purposes. ,4844579,"145,MUTUAL,ST   M5B",POINT (-79.376341 43.659102),21.0,Toronto Centre
22 100201 BLD,New Houses,SFD - Detached,New Building,15,FIESTA,LANE, ,M8Y,1001129.0,W0329,2022-01-03,2022-01-24,,Inspection,"Three storey dwelling with covered front and rear porch, attached garage, third floor balcony",1736400,"15,FIESTA,LANE   M8Y",POINT (-79.485128 43.63618),15.0,Etobicoke-Lakeshore
22 100203 BLD,New Houses,SFD - Detached,New Building,39,JOANITH,DR, ,M4B,26692.0,S1924,2022-01-03,2023-04-18,,Permit Issued,"Proposal to demolish existing dwelling and build a two storey dwelling with attached garage, finished basement, front porch and rear deck",900000,"39,JOANITH,DR   M4B",POINT (-79.307851 43.707158),4.0,Beaches-East York
22 100372 BLD,New Houses,SFD - Detached,New Building,19,FORDHAM,PL, ,M3B,517320.0,N1623,2022-01-04,2022-02-10,,Inspection,Proposal to construct a new two storey sfd with a finished basement. ,900000,"19,FORDHAM,PL   M3B",POINT (-79.352113 43.743214),19.0,Don Valley East
22 100437 BLD,New Houses,SFD - Detached,New Building,24,TWENTY FIRST,ST, ,M8V,1040209.0,W0335,2022-01-04,2022-03-25,,Inspection,Proposal to demolish the existing house and construct a new 2 storey single family dwelling with integral garage. ,1000000,"24,TWENTY FIRST,ST   M8V",POINT (-79.520908 43.598432),15.0,Etobicoke-Lakeshore
22 100458 BLD,New Houses,SFD - Detached,New Building,51,RENSBURG,DR, ,M1K,378693.0,E2133,2022-01-04,2022-01-28,,Permit Issued,Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 21 147645 ZZC and 21 176125 MV.,1000000,"51,RENSBURG,DR   M1K",POINT (-79.271071 43.734758),9.0,Scarborough Centre
22 100467 BLD,New Houses,SFD - Detached,New Building,73,ELMA,ST, ,M8V,999157.0,W0335,2022-01-04,2022-02-11,,Inspection,"Proposal to construct a new two storey single family dwelling with an integral garage, rear covered deck and basement walkup stairs. ",1000000,"73,ELMA,ST   M8V",POINT (-79.498988 43.607337),15.0,Etobicoke-Lakeshore
22 100544 BLD,New Houses,SFD - Detached,New Building,43,RENSBURG,DR, ,M1K,378689.0,E2133,2022-01-04,2022-02-02,,Permit Issued,Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 21 1158900 ZZC and 21 176538 MV.,1000000,"43,RENSBURG,DR   M1K",POINT (-79.270902 43.734337),9.0,Scarborough Centre
22 100658 BLD,New Houses,SFD - Detached,New Building,220,ELMHURST,AVE, ,M2N,511881.0,N1824,2022-01-05,2022-03-02,,Inspection,"Two storey dwelling with attached garage, front porch, rear deck and basement walkout.",850000,"220,ELMHURST,AVE   M2N",POINT (-79.422997 43.760789),2.0,Willowdale
22 100661 BLD,New Houses,SFD - Detached,New Building,485,ATLAS,AVE, ,M6C,51113.0,S1223,2022-01-05,2022-02-18,,Inspection,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 22 100653 DEM, 20 157605 ZZC, and 21 121872 TLAB.",1000000,"485,ATLAS,AVE   M6C",POINT (-79.436189 43.693455),12.0,Toronto-St. Paul's
22 100715 BLD,New Houses,SFD - Detached,New Building,27,ROCKWOOD,DR, ,M1M,379691.0,E2026,2022-01-05,2022-04-28,,Inspection,"Proposal to construct a new two storey sfd with an integral garage, rear deck, rear basement walkout, covered front porch and front balcony.",700000,"27,ROCKWOOD,DR   M1M",POINT (-79.229668 43.729943),5.0,Scarborough Southwest
22 100929 BLD,New Houses,SFD - Detached,New Building,24,TOTTERIDGE,RD, ,M9A,1039522.0,W0228,2022-01-05,2022-01-26,,Inspection,"Proposal to construct a new 2 storey sfd with a integral garage, covered front porch and rear deck. ",1550000,"24,TOTTERIDGE,RD   M9A",POINT (-79.545533 43.669083),16.0,Etobicoke Centre
22 101073 BLD,New Houses,SFD - Detached,New Building,332,RENFORTH,DR, ,M9C,8491725.0,W0233,2022-01-06,2022-02-16,,Permit Issued,Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. ,700000,"332,RENFORTH,DR   M9C",POINT (-79.572329 43.642211),16.0,Etobicoke Centre
22 101176 BLD,New Houses,SFD - Detached,New Building,258,CORTLEIGH,BLVD, ,M5N,786976.0,N0829,2022-01-06,2022-02-15,,Inspection,"Proposal to construct a new two storey SFD with an integral garage that includes a car lift, a basement walkout, covered front porch and, rear covered back terrace.",1000000,"258,CORTLEIGH,BLVD   M5N",POINT (-79.41861 43.711863),17.0,Eglinton-Lawrence
22 101194 BLD,New Houses,SFD - Detached,New Building - By Renovation,54,DAVIES,CRES, ,M4J,20516.0,S1423,2022-01-06,2022-05-31,,Inspection,"To construct a new two storey dwelling with new front porch, finished basement with walkout and a rear balcony.",650000,"54,DAVIES,CRES   M4J",POINT (-79.34062 43.697317),23.0,Toronto-Danforth
22 101275 BLD,New Houses,SFD - Detached,New Building,61,ROXBOROUGH,DR, ,M4W,7963957.0,S1130,2022-01-06,2022-03-03,,Inspection,"Proposal to construct a new three storey SFD with a front porch and ramp, rear deck, integral garage with a car lift and, second and third storey balconies. ",2400000,"61,ROXBOROUGH,DR   M4W",POINT (-79.379963 43.680785),3.0,University-Rosedale
22 101369 BLD,New Houses,SFD - Detached,New Building,258,ERSKINE,AVE, ,M4P,11541884.0,N1526,2022-01-06,2022-03-31,,Inspection,"To demolish existing two storey brick/siding house and build a new two storey brick/stone/stucco house with integral garage, walk up and deck",600000,"258,ERSKINE,AVE   M4P",POINT (-79.388717 43.713476),11.0,Don Valley West
22 101479 BLD,New Houses,SFD - Detached,New Building,100,HEALE,AVE, ,M1N,343155.0,E2031,2022-01-07,2022-12-14,,Permit Issued,Proposal to demolish the existing house and build a new detached single family dwelling with integral garage and finished basement. ,600000,"100,HEALE,AVE   M1N",POINT (-79.251213 43.714681),5.0,Scarborough Southwest
22 101793 BLD,New Houses,SFD - Detached,New Building,378,MANSE,RD, ,M1E,359207.0,E2533,2022-01-07,2022-09-19,,Permit Issued,"Two storey dwelling with attached garage, front porch, rear deck, second floor balconies and walkout stair.",830920,"378,MANSE,RD   M1E",POINT (-79.177417 43.772711),6.0,Scarborough-Rouge Park
22 102107 BLD,New Houses,SFD - Detached,New Building,7,LUDLOW,AVE, ,M8Z,7808281.0,W0325,2022-01-10,2022-03-16,,Inspection,Construct a new detached 2 storey single family dwelling.,1000000,"7,LUDLOW,AVE   M8Z",POINT (-79.510817 43.637842),15.0,Etobicoke-Lakeshore
22 102382 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,8,SPADINA,AVE, ,M5V,10223318.0,S1032,2022-01-10,2022-03-23,,Inspection,"Building G Ground Level Intermediate, Building G Level 2 and Buliding B P2 Basement Group D Major Occupancy, Building D Ground Level Int and Building G P3 Level Group F, Division 3 Major Occupancy. Renovations will consist of the erection of new partitions and the modification of existing building services. Base building core will not be modified",1000000,"8,SPADINA,AVE   M5V",POINT (-79.39441 43.643117),24.0,Spadina-Fort York
22 103560 BLD,New Houses,SFD - Detached,New Building,15,SULGRAVE,CRES, ,M2L,566197.0,N1522,2022-01-13,2022-02-08,,Inspection,"Construct new two-storey detached dwelling, finished basement, front porch, rear deck, basement walkout and balcony on second floor",700000,"15,SULGRAVE,CRES   M2L",POINT (-79.376943 43.75104),11.0,Don Valley West
22 103681 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,555,REXDALE,BLVD, ,M9W,1027360.0,W0127,2022-01-13,2022-02-22,,Inspection,Proposal for renovation of deck level stadium seatings at Woodbine Race Track.,840000,"555,REXDALE,BLVD   M9W",POINT (-79.595617 43.717183),14.0,Etobicoke North
22 103723 BLD,New Houses,SFD - Detached,New Building - By Renovation,91,BERKSHIRE,AVE, ,M4M,771424.0,S1441,2022-01-13,2022-03-08,,Inspection,"Construct a new three storey dwelling on existing foundation with a finished basement, a new front porch, a new front yard basement walkout, a new rear ground floor deck, a new rear basement walkout, and a new rear yard detached private garage.",1200000,"91,BERKSHIRE,AVE   M4M",POINT (-79.332832 43.662001),23.0,Toronto-Danforth
22 104197 BLD,New Houses,SFD - Detached,New Building,104,LEXFIELD,AVE, ,M3M,537001.0,N0627,2022-01-14,2022-03-18,,Inspection,TO CONSTRUCT 2 STOREY SINGLE FAMILY DWELLING . EXISTING HOUSE AND SHED WILL BE DEMOLISHED.,750000,"104,LEXFIELD,AVE   M3M",POINT (-79.49883 43.728893),1.0,York Centre
22 104250 BLD,New Houses,SFD - Detached,New Building,92,MONA,DR, ,M5N,843590.0,N0829,2022-01-14,2022-02-14,,Inspection,"New two storey detached dwelling with finished basement, front porch, rear deck",1500000,"92,MONA,DR   M5N",POINT (-79.417432 43.714478),17.0,Eglinton-Lawrence
22 104267 BLD,New Houses,SFD - Detached,New Building,7,BRAEBURN,BLVD, ,M1J,311110.0,E2136,2022-01-14,2022-03-29,,Inspection,Proposed new two storey dwelling with attached garage.,3500000,"7,BRAEBURN,BLVD   M1J",POINT (-79.234062 43.748812),9.0,Scarborough Centre
